,iteration,objective,outcome_rewards
869,869,0.019022232,-27.441391
870,870,0.021249622,-28.3957
871,871,0.016358301,-29.073689
872,872,0.012573614,-27.93208
873,873,0.021841954,-28.600534
874,874,0.019690562,-28.51735
875,875,0.021991868,-28.544426
876,876,0.013663879,-29.991413
877,877,0.021204716,-28.220158
878,878,0.01726095,-28.421333
879,879,0.023425233,-29.079792
880,880,0.008822091,-29.137886
881,881,0.022703033,-28.68088
882,882,0.018793851,-28.543623
883,883,0.023927309,-28.929817
884,884,0.016699456,-28.477745
885,885,0.018803103,-29.240887
886,886,0.025220267,-29.174194
887,887,0.021188287,-29.121847
888,888,0.019835627,-28.530352
889,889,0.022096295,-29.598766
890,890,0.023013346,-29.389301
891,891,0.015664848,-28.949512
892,892,0.015695125,-29.27705
893,893,0.022948533,-28.591944
894,894,0.017496724,-29.262587
895,895,0.014611776,-29.409786
896,896,0.020351507,-28.725443
897,897,0.018025873,-28.347271
898,898,0.010378143,-29.125835
899,899,0.021529565,-28.599434
900,900,0.021133164,-28.174694
901,901,0.017452985,-29.524258
902,902,0.01852866,-28.593092
903,903,0.017099526,-28.444902
904,904,0.010596199,-28.992188
905,905,0.015681595,-28.18689
906,906,0.023936428,-29.074514
907,907,0.021747485,-29.530485
908,908,0.024144853,-29.064312
909,909,0.016228661,-28.036991
910,910,0.017658502,-28.725918
911,911,0.018581413,-28.550823
912,912,0.018775206,-28.671055
913,913,0.025262054,-28.742674
914,914,0.022937192,-29.973112
915,915,0.018358637,-28.503326
916,916,0.025963482,-28.792324
917,917,0.017354112,-30.13078
918,918,0.012283204,-28.50219
919,919,0.020694114,-28.951973
920,920,0.018782033,-29.380745
921,921,0.020736866,-27.009674
922,922,0.01894277,-28.837334
923,923,0.019222619,-29.362034
924,924,0.023334322,-29.623438
925,925,0.013768226,-28.524208
926,926,0.020205699,-28.809072
927,927,0.017262679,-28.865007
928,928,0.0187793,-27.9893
929,929,0.016529713,-28.865738
930,930,0.022236139,-29.31689
931,931,0.021773754,-28.89455
932,932,0.01695338,-28.949184
933,933,0.015638694,-29.66619
934,934,0.006008965,-29.265148
935,935,0.020043533,-28.766228
936,936,0.020778138,-29.407703
937,937,0.017595861,-28.86166
938,938,0.021756921,-28.519592
939,939,0.024432752,-28.225742
940,940,0.023057958,-28.304853
941,941,0.021269616,-28.871243
942,942,0.022791851,-28.614004
943,943,0.02180833,-29.56585
944,944,0.024682203,-28.57679
945,945,0.023012932,-29.226257
946,946,0.023360735,-27.622284
947,947,0.016794626,-29.462524
948,948,0.02031887,-28.44572
949,949,0.018744072,-28.852757
950,950,0.023387987,-28.681438
951,951,0.015201906,-29.714962
952,952,0.021976842,-29.397038
953,953,0.025371034,-29.317871
954,954,0.014417978,-28.673492
955,955,0.02085946,-28.658081
956,956,0.013247457,-29.512766
957,957,0.026326982,-29.293568
958,958,0.019274969,-29.016085
959,959,0.01900885,-29.100994
960,960,0.020034391,-29.801186
961,961,0.021687565,-28.974682
962,962,0.025277857,-28.241674
963,963,0.018812262,-29.428986
964,964,0.02499985,-29.432896
965,965,0.023640681,-29.385426
966,966,0.01622655,-28.991297
967,967,0.014780426,-28.56826
968,968,0.024448285,-29.428864
969,969,0.018514363,-29.500858
970,970,0.015904069,-29.32224
971,971,0.024253044,-29.559225
972,972,0.02239526,-29.435257
973,973,0.020292867,-29.449802
974,974,0.021814156,-29.11304
975,975,0.018920245,-29.341755
976,976,0.024287835,-28.675182
977,977,0.022684084,-28.8719
978,978,0.022989577,-28.439178
979,979,0.010733224,-29.173649
980,980,0.01483133,-28.922009
981,981,0.019560963,-28.899536
982,982,0.019334003,-29.1246
983,983,0.015281112,-29.216957
984,984,0.012589094,-28.919155
985,985,0.021471124,-28.74224
986,986,0.016361736,-29.563726
987,987,0.019507874,-29.391209
988,988,0.017708754,-27.744755
989,989,0.0106190005,-29.043877
990,990,0.020313814,-29.284237
991,991,0.016407795,-30.06856
992,992,0.0068246475,-29.126873
993,993,0.022535633,-27.303392
994,994,0.018662767,-28.44159
995,995,0.02085182,-28.798185
996,996,0.022273008,-29.142187
997,997,0.0188103,-28.67022
998,998,0.021320483,-29.09919
999,999,0.017635118,-29.565407
1000,1000,0.022383459,-29.258207
1001,1001,0.019073993,-28.661554
1002,1002,0.021412894,-29.37774
1003,1003,0.02403563,-29.34047
1004,1004,0.016002798,-28.992073
1005,1005,0.017649958,-28.496765
1006,1006,0.01879555,-29.819021
1007,1007,0.025425646,-29.2648
1008,1008,0.01768795,-28.636711
1009,1009,0.023447135,-28.83418
1010,1010,0.023166928,-28.689537
1011,1011,0.018944638,-28.491991
1012,1012,0.011549224,-29.96937
1013,1013,0.025215127,-29.025276
1014,1014,0.023126226,-29.387552
1015,1015,0.02070633,-28.852474
1016,1016,0.016989265,-27.467224
1017,1017,0.02512399,-28.850676
1018,1018,0.018260606,-28.727526
1019,1019,0.023961708,-28.77635
1020,1020,0.015381349,-29.18208
1021,1021,0.0067467685,-28.782072
1022,1022,0.01634505,-29.193562
1023,1023,0.022694824,-29.099546
1024,1024,0.02307732,-29.521091
1025,1025,0.01339829,-28.746876
1026,1026,0.010902736,-28.926464
1027,1027,0.022086728,-27.671288
1028,1028,0.023746949,-29.795218
1029,1029,0.018220384,-28.900414
1030,1030,0.015086789,-29.244316
1031,1031,0.0219865,-27.836763
1032,1032,0.022053089,-29.285332
1033,1033,0.022720825,-29.141516
1034,1034,0.022969786,-29.001575
1035,1035,0.023142356,-28.724058
1036,1036,0.027050886,-27.94812
1037,1037,0.022787374,-28.896748
1038,1038,0.018786132,-27.649754
1039,1039,0.022065002,-28.904518
1040,1040,0.016658995,-28.91754
1041,1041,0.019298024,-28.06977
1042,1042,0.016434863,-28.54258
1043,1043,0.020533845,-29.679226
1044,1044,0.017201317,-29.38604
1045,1045,0.021473838,-29.16167
1046,1046,0.017716216,-28.140959
1047,1047,0.021094777,-28.02317
1048,1048,0.011788397,-28.888184
1049,1049,0.0142035745,-27.58028
1050,1050,0.02327488,-28.651083
1051,1051,0.020867324,-29.044235
1052,1052,0.016173318,-30.175188
1053,1053,0.018054953,-28.34977
1054,1054,0.023970652,-29.542795
1055,1055,0.021609532,-28.574753
1056,1056,0.025311727,-29.66229
1057,1057,0.018706137,-29.314995
1058,1058,0.014741784,-29.810871
1059,1059,0.023889016,-29.712149
1060,1060,0.020104501,-29.053242
1061,1061,0.022549083,-28.676104
1062,1062,0.02338258,-28.63056
1063,1063,0.01779944,-29.39857
1064,1064,0.020593759,-28.101368
1065,1065,0.023052799,-29.630417
1066,1066,0.020453984,-28.454948
1067,1067,0.022572316,-27.845112
1068,1068,0.016838457,-29.704376
1069,1069,0.020279411,-28.303978
1070,1070,0.022931466,-28.63279
1071,1071,0.020367397,-29.38591
1072,1072,0.023818668,-29.623573
1073,1073,0.021009158,-29.243294
1074,1074,0.0208487,-27.718647
1075,1075,0.017763041,-28.89186
1076,1076,0.019409314,-29.481966
1077,1077,0.02179975,-28.873474
1078,1078,0.018462121,-29.58616
1079,1079,0.019381542,-28.52784
1080,1080,0.016277656,-29.055729
1081,1081,0.018490769,-30.114944
1082,1082,0.014829595,-29.114576
1083,1083,0.01762195,-28.75321
1084,1084,0.023106236,-28.883837
1085,1085,0.019051574,-29.070803
1086,1086,0.018619455,-28.528934
1087,1087,0.015865702,-28.731716
1088,1088,0.01825122,-28.47466
1089,1089,0.016894517,-28.986313
1090,1090,0.011357607,-28.744768
1091,1091,0.0150120845,-29.259691
1092,1092,0.01936189,-28.442806
1093,1093,0.018047942,-28.481977
1094,1094,0.024971955,-28.917665
1095,1095,0.024458924,-29.24202
1096,1096,0.013747152,-28.695183
1097,1097,0.021187002,-28.960003
1098,1098,0.018465605,-29.285063
1099,1099,0.019030375,-28.279129
1100,1100,0.018848864,-29.359472
1101,1101,0.016059898,-29.039333
1102,1102,0.024437752,-29.360523
1103,1103,0.018594116,-28.936104
1104,1104,0.022269364,-29.111675
1105,1105,0.022742935,-28.899118
1106,1106,0.016342808,-28.537369
1107,1107,0.0136231445,-28.320602
1108,1108,0.021852452,-29.901228
1109,1109,0.01815543,-28.775867
1110,1110,0.023430245,-28.864803
1111,1111,0.021251064,-29.30774
1112,1112,0.016503828,-29.153557
1113,1113,0.016489835,-28.86607
1114,1114,0.023785528,-29.010063
1115,1115,0.019517235,-29.002861
1116,1116,0.0236837,-29.10943
1117,1117,0.022376016,-29.784716
1118,1118,0.01612991,-29.949215
1119,1119,0.018107608,-28.728443
1120,1120,-0.00595657,-29.099937
1121,1121,0.020180387,-29.241806
1122,1122,0.022874437,-29.42333
1123,1123,0.023631213,-29.915596
1124,1124,0.01995418,-28.782698
1125,1125,0.02216907,-29.06694
1126,1126,0.015782049,-29.011587
1127,1127,0.018451557,-28.638172
1128,1128,0.021686152,-29.058704
1129,1129,0.0027209395,-29.995625
1130,1130,0.020591244,-29.008858
1131,1131,0.019094791,-28.146002
1132,1132,0.02122558,-29.624554
1133,1133,0.019736897,-27.68431
1134,1134,0.021840746,-29.277863
1135,1135,0.025844637,-28.626127
1136,1136,0.02233864,-29.29731
1137,1137,0.017957298,-29.383148
1138,1138,0.02420438,-29.21342
1139,1139,0.02268285,-29.372047
1140,1140,0.0037542968,-28.10807
1141,1141,0.023894241,-28.89642
1142,1142,0.018182505,-28.763288
1143,1143,0.024799671,-29.286764
1144,1144,0.021007553,-28.890919
1145,1145,0.010649807,-28.62492
1146,1146,0.019780856,-29.307686
1147,1147,0.02503284,-28.84515
1148,1148,0.024720129,-29.504658
1149,1149,0.021018011,-29.287674
1150,1150,0.015099156,-28.875183
1151,1151,0.021145571,-30.212517
1152,1152,0.008917509,-28.438581
1153,1153,0.016834361,-28.995277
1154,1154,0.02145064,-28.557781
1155,1155,0.022941101,-29.952991
1156,1156,0.016588518,-29.396286
1157,1157,0.007779435,-28.705887
1158,1158,0.019479437,-29.077509
1159,1159,0.008247865,-28.60587
1160,1160,0.020778101,-28.957607
1161,1161,0.024156345,-29.194183
1162,1162,0.018776037,-28.389273
1163,1163,0.019771792,-29.027857
1164,1164,0.018289026,-28.021858
1165,1165,0.018344209,-29.126396
1166,1166,0.023374334,-29.547523
1167,1167,0.02436532,-29.26434
1168,1168,0.022744492,-29.085352
1169,1169,0.022367563,-28.730331
1170,1170,0.017715003,-28.61076
1171,1171,0.020508062,-29.666618
1172,1172,0.015543449,-28.915142
1173,1173,0.02347627,-29.413193
1174,1174,0.022246066,-29.93058
1175,1175,0.018892655,-28.89407
1176,1176,0.02066248,-30.12075
1177,1177,0.018371288,-28.1081
1178,1178,0.015594512,-29.098492
1179,1179,0.022317018,-29.49724
1180,1180,0.023170363,-28.451487
1181,1181,0.021283338,-29.454174
1182,1182,0.019001974,-27.908237
1183,1183,0.026572574,-29.04726
1184,1184,0.021615315,-28.790737
1185,1185,0.026116233,-28.612265
1186,1186,0.015842246,-28.419506
1187,1187,0.01923725,-28.61737
1188,1188,0.022556456,-28.64888
1189,1189,0.019154686,-28.700848
1190,1190,0.013328668,-29.387152
1191,1191,0.019166924,-29.443861
1192,1192,0.022517867,-28.608038
1193,1193,0.019048866,-30.124489
1194,1194,0.020289965,-29.160183
1195,1195,0.01907221,-28.90578
1196,1196,0.021580607,-28.644302
1197,1197,0.026386976,-28.871696
1198,1198,0.0174823,-29.279354
1199,1199,0.017873399,-28.31216
1200,1200,0.026524618,-28.593513
1201,1201,0.018202271,-28.589714
1202,1202,0.020643488,-29.034485
1203,1203,0.020959321,-28.854614
1204,1204,0.011124,-29.186783
1205,1205,0.020151483,-29.309898
1206,1206,0.021280061,-28.575588
1207,1207,0.013489676,-29.365522
1208,1208,0.024318373,-29.66549
1209,1209,0.017365124,-28.401379
1210,1210,0.009286272,-29.02663
1211,1211,0.019480092,-28.424015
1212,1212,0.018448932,-29.474834
1213,1213,0.022573758,-29.294758
1214,1214,0.018872231,-28.284054
1215,1215,0.024596047,-29.841652
1216,1216,0.021933183,-28.70401
1217,1217,0.021404479,-29.293459
1218,1218,0.019525025,-28.29012
1219,1219,0.016665015,-29.40432
1220,1220,0.025438901,-28.746275
1221,1221,0.020428844,-28.612816
1222,1222,0.018863754,-28.620914
1223,1223,0.023880523,-29.230309
1224,1224,0.018372402,-28.54472
1225,1225,0.024285425,-29.771881
1226,1226,0.021871187,-28.329117
1227,1227,0.021004906,-28.563164
1228,1228,0.025037203,-28.81123
1229,1229,0.011087973,-28.327614
1230,1230,0.017047897,-27.528858
1231,1231,0.021793477,-28.862965
1232,1232,0.015387903,-29.008629
1233,1233,0.021054726,-28.148235
1234,1234,0.011674497,-28.543297
1235,1235,0.011968892,-29.281937
1236,1236,0.021166928,-28.851955
1237,1237,0.016344383,-29.762596
1238,1238,0.010248676,-28.747158
1239,1239,0.015732795,-29.109581
1240,1240,0.021269158,-28.497692
1241,1241,0.018450735,-28.115852
1242,1242,0.011170434,-28.608665
1243,1243,0.016973522,-27.751225
1244,1244,0.014116555,-27.800165
1245,1245,0.024365783,-28.925468
1246,1246,0.026099905,-28.609842
1247,1247,0.02129389,-28.524063
1248,1248,0.016498152,-28.373178
1249,1249,0.022142656,-28.782888
1250,1250,0.018634088,-28.581905
1251,1251,0.021970568,-28.547104
1252,1252,0.0124331415,-28.771694
1253,1253,0.02244183,-29.34177
1254,1254,0.016963718,-28.97214
1255,1255,0.0172005,-28.82957
1256,1256,0.012461262,-29.073006
1257,1257,0.019123362,-29.159042
1258,1258,0.012443084,-28.112476
1259,1259,0.020011235,-29.45633
1260,1260,0.020294689,-29.604952
1261,1261,0.02008909,-28.796543
1262,1262,0.021708407,-29.452942
1263,1263,0.019338127,-29.143852
1264,1264,0.024202732,-28.600761
1265,1265,0.022055,-27.78844
1266,1266,0.024324313,-29.50256
1267,1267,0.028441735,-29.670155
1268,1268,0.0109329475,-29.267311
1269,1269,0.010921665,-29.778728
1270,1270,0.022597432,-29.202599
1271,1271,0.02023951,-29.386524
1272,1272,0.013524894,-29.949274
1273,1273,0.0147187915,-28.662342
1274,1274,0.02005086,-29.011635
1275,1275,0.017795842,-28.637917
1276,1276,0.012191471,-28.631126
1277,1277,0.017363366,-29.483284
1278,1278,0.0065012313,-29.814137
1279,1279,0.012483928,-28.926077
1280,1280,0.019759055,-28.901669
1281,1281,0.025840668,-28.521584
1282,1282,0.021583963,-29.275787
1283,1283,0.017599644,-29.332329
1284,1284,0.02294367,-28.567648
1285,1285,0.01737375,-28.62151
1286,1286,0.021851212,-29.41488
1287,1287,0.019388208,-28.229057
1288,1288,0.017826011,-29.745768
1289,1289,0.020867588,-29.425919
1290,1290,0.018407485,-27.987198
1291,1291,0.014710166,-28.975527
1292,1292,0.012711896,-29.534004
1293,1293,0.020073302,-29.263683
1294,1294,0.019942291,-29.107048
1295,1295,0.018265873,-29.64466
1296,1296,0.021538084,-28.575167
1297,1297,0.02324039,-28.769756
1298,1298,0.021053333,-29.693356
1299,1299,0.019952215,-28.301514
1300,1300,0.010709085,-29.47332
1301,1301,0.023406247,-28.978832
1302,1302,0.023906566,-29.26483
1303,1303,0.019157508,-28.91404
1304,1304,0.02166065,-29.697544
1305,1305,0.01824219,-29.006279
1306,1306,0.01852594,-29.091496
1307,1307,0.014369025,-29.791904
1308,1308,0.014416435,-29.180058
1309,1309,0.00984356,-28.960829
1310,1310,0.01908398,-29.025505
1311,1311,0.010540284,-28.345194
1312,1312,0.019872438,-29.082516
1313,1313,0.009795589,-28.034885
1314,1314,0.025454909,-29.625748
1315,1315,0.021564605,-28.234577
1316,1316,0.016846567,-29.923098
1317,1317,0.02537956,-29.012661
1318,1318,0.013671081,-29.207462
1319,1319,0.015769742,-28.200226
1320,1320,0.021669764,-29.264763
1321,1321,0.023758236,-30.152544
1322,1322,0.021120656,-28.76964
1323,1323,0.011853863,-29.68493
1324,1324,0.01939652,-29.272638
1325,1325,0.019193146,-29.000408
1326,1326,0.020479938,-28.3032
1327,1327,0.0141113,-29.096367
1328,1328,0.014486177,-28.675037
1329,1329,0.021741215,-29.201023
1330,1330,0.020092808,-28.262985
1331,1331,0.022347745,-28.998123
1332,1332,0.022763444,-29.434036
1333,1333,0.02244125,-28.520054
1334,1334,0.021396818,-27.97538
1335,1335,0.020385174,-28.69492
1336,1336,0.02048816,-29.118319
1337,1337,0.016448103,-30.060328
1338,1338,0.012946561,-29.44914
1339,1339,0.023462549,-28.856445
1340,1340,0.009155293,-28.955647
1341,1341,0.008398799,-28.870121
1342,1342,0.019323785,-28.837542
1343,1343,0.02524912,-28.577377
1344,1344,0.022971949,-29.032604
1345,1345,0.0085158115,-28.996275
1346,1346,0.019596849,-29.158043
1347,1347,0.021745905,-29.18832
1348,1348,0.014059952,-28.912098
1349,1349,0.02204191,-28.717556
1350,1350,0.020483978,-28.952114
1351,1351,0.0059376834,-28.722462
1352,1352,0.023979139,-29.83583
1353,1353,0.019375168,-29.862497
1354,1354,0.023629233,-29.130377
1355,1355,0.018820062,-28.401495
1356,1356,0.01618153,-29.257887
1357,1357,0.01635297,-28.910835
1358,1358,0.019322326,-29.243492
1359,1359,0.025633845,-28.767601
1360,1360,0.018055309,-28.816109
1361,1361,0.01842088,-28.724823
1362,1362,0.012251157,-29.321718
1363,1363,0.023585934,-28.332289
1364,1364,0.009128294,-29.070633
1365,1365,0.026136123,-29.319233
1366,1366,0.021380784,-28.042034
1367,1367,0.017689308,-29.469612
1368,1368,0.023870848,-29.312244
1369,1369,0.019014977,-29.020966
1370,1370,0.01344352,-29.094074
1371,1371,0.020133032,-29.439281
1372,1372,0.018807862,-28.709648
1373,1373,0.009231491,-29.288376
1374,1374,0.020811513,-28.750471
1375,1375,0.02500537,-28.397526
1376,1376,0.01995852,-29.310074
1377,1377,0.020000646,-29.08236
1378,1378,0.023474295,-29.123291
1379,1379,0.021985516,-29.955826
1380,1380,0.01810643,-29.267754
1381,1381,0.028197577,-29.160006
1382,1382,0.021382913,-29.273922
1383,1383,0.013449387,-28.782682
1384,1384,0.017777776,-29.258928
1385,1385,0.022537172,-29.215443
1386,1386,0.020514345,-28.2308
1387,1387,0.022461519,-28.147205
1388,1388,0.021182505,-28.907228
1389,1389,0.022663776,-28.874828
1390,1390,0.0257245,-29.032969
1391,1391,0.009166183,-29.157032
1392,1392,0.020383053,-28.83389
1393,1393,0.017018208,-28.870497
1394,1394,0.021577235,-28.78058
1395,1395,0.025347207,-30.148666
1396,1396,0.019198012,-28.251305
1397,1397,0.024701944,-28.676357
1398,1398,0.019344976,-28.959255
1399,1399,0.016198274,-28.827415
1400,1400,0.020404655,-28.11127
1401,1401,0.020767909,-28.515759
1402,1402,0.022102943,-29.121532
1403,1403,0.020510232,-29.599522
1404,1404,0.02196001,-28.867558
1405,1405,0.017540744,-28.192991
1406,1406,0.024895608,-29.121853
1407,1407,0.018309455,-29.477085
1408,1408,0.021134572,-28.250416
1409,1409,0.01830755,-28.850313
1410,1410,0.016738426,-29.16191
1411,1411,0.014340633,-28.913977
1412,1412,0.021039503,-29.170086
1413,1413,0.020443413,-29.239384
1414,1414,0.017224345,-29.10295
1415,1415,0.020336676,-28.963083
1416,1416,0.021825382,-29.250473
1417,1417,0.013837125,-29.279892
1418,1418,0.021749116,-29.79265
1419,1419,0.011864906,-29.542057
1420,1420,0.02120899,-29.271679
1421,1421,0.02008666,-28.708176
1422,1422,0.020191597,-27.712908
1423,1423,0.021102417,-28.955196
1424,1424,0.0024213092,-28.824986
1425,1425,0.019400578,-29.902588
1426,1426,0.019937739,-28.995686
1427,1427,0.019143302,-28.384068
1428,1428,0.020698693,-28.780895
1429,1429,0.02327628,-28.61907
1430,1430,0.020035446,-29.215061
1431,1431,0.01699943,-29.153618
1432,1432,0.024167016,-28.705997
1433,1433,0.015375085,-29.302889
1434,1434,0.01996443,-28.995098
1435,1435,0.024248097,-28.950966
1436,1436,0.022405546,-29.376053
1437,1437,0.026952598,-29.679987
1438,1438,0.021832004,-29.074648
1439,1439,0.022722242,-28.543861
1440,1440,0.021038592,-28.082
1441,1441,0.025440913,-29.1469
1442,1442,0.012563674,-29.663963
1443,1443,0.017008737,-29.371517
1444,1444,0.015164221,-28.657368
1445,1445,0.012205348,-29.069458
1446,1446,0.023791723,-29.03488
1447,1447,0.0187751,-29.043833
1448,1448,0.020158809,-28.944733
1449,1449,0.020920694,-28.064379
1450,1450,0.019155493,-28.355145
1451,1451,0.021588493,-29.239006
1452,1452,0.018558234,-29.277931
1453,1453,0.019422423,-29.09187
1454,1454,0.020369092,-29.44172
1455,1455,0.021477245,-27.875866
1456,1456,0.020679768,-28.581738
1457,1457,0.022308938,-28.061722
1458,1458,0.020603195,-29.517157
1459,1459,0.023938125,-29.070778
1460,1460,0.022547679,-29.302237
1461,1461,0.024516793,-28.527584
1462,1462,0.021303013,-29.302177
1463,1463,0.015905986,-28.999287
1464,1464,0.020092543,-29.06916
1465,1465,0.017152606,-28.813194
1466,1466,0.02559774,-28.458399
1467,1467,0.022297759,-29.361797
1468,1468,0.015907332,-29.450287
1469,1469,0.01902237,-29.39293
1470,1470,0.022972323,-28.675262
1471,1471,0.022582516,-29.443125
1472,1472,0.016890218,-29.041245
1473,1473,0.01994652,-29.219357
1474,1474,0.02372767,-28.06741
1475,1475,0.021434976,-29.173527
1476,1476,0.01943085,-28.969662
1477,1477,0.015373279,-29.151747
1478,1478,0.017975645,-28.719059
1479,1479,0.016829457,-29.356865
1480,1480,0.019219227,-29.150515
1481,1481,0.02131246,-28.954844
1482,1482,0.020001635,-29.328598
1483,1483,0.011995183,-28.76542
1484,1484,0.017624779,-28.81733
1485,1485,0.0208515,-28.488894
1486,1486,0.023554975,-28.50911
1487,1487,0.022054164,-28.923622
1488,1488,0.019005265,-28.857
1489,1489,0.022531059,-28.03809
1490,1490,0.014203807,-29.306782
1491,1491,0.019180004,-29.236036
1492,1492,0.006649289,-28.835344
1493,1493,0.020613234,-28.668386
1494,1494,0.024752399,-28.782528
1495,1495,0.027078327,-29.046768
1496,1496,0.023116127,-28.897537
1497,1497,0.021531157,-29.1776
1498,1498,0.01916508,-28.655668
1499,1499,0.02270358,-29.0774
1500,1500,0.019492954,-29.363575
1501,1501,0.019847155,-28.29636
1502,1502,0.020377785,-28.854813
1503,1503,0.018460194,-28.394913
1504,1504,0.020037875,-28.619646
1505,1505,0.02447388,-28.727758
1506,1506,0.017330468,-28.434052
1507,1507,0.01974264,-29.515003
1508,1508,0.02033921,-28.452618
1509,1509,0.024546497,-29.075375
1510,1510,0.01753797,-29.118923
1511,1511,0.025984537,-28.817352
1512,1512,0.020937417,-28.410976
1513,1513,0.017555948,-29.000969
1514,1514,0.022350706,-28.269247
1515,1515,0.02062982,-29.01181
1516,1516,0.020571876,-28.857498
1517,1517,0.015565944,-28.559944
1518,1518,0.016590722,-28.94033
1519,1519,0.0054219286,-29.426636
1520,1520,0.024946036,-29.86925
1521,1521,0.020423155,-29.246826
1522,1522,0.018577127,-28.876225
1523,1523,0.015505496,-29.11574
1524,1524,0.023195662,-29.05348
1525,1525,0.02139336,-28.919926
1526,1526,0.0198013,-28.739374
1527,1527,0.019646453,-28.884216
1528,1528,0.019098265,-29.462605
1529,1529,0.011224206,-29.249775
1530,1530,0.019280985,-29.387825
1531,1531,0.023769649,-29.465654
1532,1532,0.023521278,-28.974136
1533,1533,0.025641989,-28.856197
1534,1534,0.02323547,-29.092371
1535,1535,0.01809967,-27.955929
1536,1536,0.018800676,-29.110907
1537,1537,0.02109892,-28.395487
1538,1538,0.018614257,-29.122585
1539,1539,0.023806304,-29.258694
1540,1540,0.020779671,-28.532986
1541,1541,0.022944756,-28.750324
1542,1542,0.024149736,-27.905634
1543,1543,0.017360777,-28.531412
1544,1544,0.022893501,-28.906029
1545,1545,0.020285686,-29.462952
1546,1546,0.020479836,-28.031559
1547,1547,0.017952416,-29.444393
1548,1548,0.024869446,-28.411177
1549,1549,0.016320616,-28.040142
1550,1550,0.024678044,-29.800632
1551,1551,0.01978653,-28.956518
1552,1552,0.019169627,-27.767902
1553,1553,0.019638587,-28.88277
1554,1554,0.010452288,-28.403545
1555,1555,0.012465013,-28.656649
1556,1556,0.025817374,-28.861574
1557,1557,0.01604656,-29.18378
1558,1558,0.02240317,-29.288387
1559,1559,0.01974037,-29.32236
1560,1560,0.01999921,-28.580349
1561,1561,0.016902193,-28.735626
1562,1562,0.018076856,-29.089802
1563,1563,0.0204054,-28.623882
1564,1564,0.020931456,-28.571705
1565,1565,0.01981197,-29.027786
1566,1566,0.020889705,-28.461819
1567,1567,0.022625953,-28.301361
1568,1568,0.020355524,-28.189566
1569,1569,0.007867363,-29.509987
1570,1570,0.01683563,-29.554863
1571,1571,0.023608133,-28.439028
1572,1572,0.023294447,-29.406612
1573,1573,0.020035224,-29.616203
1574,1574,0.0075942753,-28.947876
1575,1575,0.023284836,-29.133774
1576,1576,0.023231529,-29.312037
1577,1577,0.016032454,-28.808666
1578,1578,0.018393597,-28.769901
1579,1579,0.019767812,-28.49498
1580,1580,0.01882376,-28.524242
1581,1581,0.018125113,-28.152927
1582,1582,0.015927937,-28.542307
1583,1583,0.006773916,-28.391054
1584,1584,0.010334914,-28.966919
1585,1585,0.022940872,-28.584518
1586,1586,0.018521618,-28.186703
1587,1587,0.022704866,-29.04615
1588,1588,0.023675246,-29.249302
1589,1589,0.018173747,-28.441349
1590,1590,0.023073867,-29.274399
1591,1591,0.021064937,-28.351704
1592,1592,0.017485596,-29.285786
1593,1593,0.010737921,-28.519146
1594,1594,0.026139844,-29.307022
1595,1595,0.018790485,-29.321266
1596,1596,0.019092243,-29.503162
1597,1597,0.012793828,-29.227352
1598,1598,0.0041368115,-29.396608
1599,1599,0.020555932,-28.956186
1600,1600,0.021962672,-28.853476
1601,1601,0.012391355,-30.045631
1602,1602,0.019861257,-28.589952
1603,1603,0.021669079,-28.945171
1604,1604,0.023862774,-29.389103
1605,1605,0.018853724,-28.17916
1606,1606,0.022063531,-28.57477
1607,1607,0.020567637,-29.06224
1608,1608,0.018682504,-29.12902
1609,1609,0.019407757,-28.918217
1610,1610,0.018753057,-28.964478
1611,1611,0.018091818,-29.308514
1612,1612,0.02164378,-29.12823
1613,1613,0.022468563,-29.563202
1614,1614,0.023101728,-28.542557
1615,1615,0.021368723,-28.784122
1616,1616,0.024548749,-29.512457
1617,1617,0.01422238,-27.749294
1618,1618,0.023957152,-28.781471
1619,1619,0.015290211,-29.628254
1620,1620,0.01790355,-27.572582
1621,1621,0.01695466,-29.362415
1622,1622,0.017702874,-28.39885
1623,1623,0.019802837,-29.074558
1624,1624,0.020494273,-29.093876
1625,1625,0.01996623,-28.441647
1626,1626,0.022876497,-28.850521
1627,1627,0.017252564,-28.456934
1628,1628,0.019813478,-28.950348
1629,1629,0.011535045,-28.313751
1630,1630,0.017880622,-29.218103
1631,1631,0.023614421,-29.708855
1632,1632,0.008242563,-29.749666
1633,1633,0.0210569,-29.477085
1634,1634,0.022245705,-28.798294
1635,1635,0.02656481,-29.06009
1636,1636,0.013267325,-30.018772
1637,1637,0.020844955,-29.4097
1638,1638,0.011150146,-29.432953
1639,1639,0.01624151,-29.107796
1640,1640,0.023104124,-28.957518
1641,1641,0.01630552,-29.26281
1642,1642,0.012903792,-28.554958
1643,1643,0.02204108,-29.035622
1644,1644,0.02272705,-29.5174
1645,1645,0.024325054,-28.730953
1646,1646,0.023074094,-29.515175
1647,1647,0.019089919,-28.842625
1648,1648,0.024868714,-29.248144
1649,1649,0.020627908,-28.865969
1650,1650,0.024796015,-29.222073
1651,1651,0.018562138,-28.476831
1652,1652,0.019610425,-28.722523
1653,1653,0.012690441,-28.939594
1654,1654,0.013741903,-29.625206
1655,1655,0.020179473,-28.894302
1656,1656,0.022522684,-28.803513
1657,1657,0.017624427,-28.576204
1658,1658,0.01596551,-28.426718
