,iteration,objective,outcome_rewards
0,0,-0.13875331,-15.727758
1,1,-0.10350667,-16.040506
2,2,-0.08382828,-16.74596
3,3,-0.06669447,-17.629028
4,4,-0.066994995,-17.57929
