,iteration,objective,outcome_rewards
0,0,-0.109740004,-27.32339
1,1,-0.049431883,-28.091648
2,2,-0.032301363,-28.646135
3,3,-0.025669672,-29.095486
4,4,-0.018714197,-29.233961
