,iteration,objective,outcome_rewards
0,0,5.4637594e-10,-23.735767
1,1,5.951595e-10,-23.770187
2,2,9.056004e-10,-23.74121
3,3,3.6964636e-09,-23.722366
4,4,-2.3345152e-09,-23.70044
