,iteration,objective,outcome_rewards
0,0,-0.0846318,-15.727758
1,1,-0.045496214,-16.313635
2,2,-0.037683412,-16.860897
3,3,-0.031160805,-17.679344
4,4,-0.02849178,-17.570843
